2	0	1
2	9	1
6	0	1
9	9	1
10	0	1
10	26	1
10	18	1
10	19	1
11	0	1
11	1	1
12	28	1
19	0	1
19	1	1
21	0	1
22	0	1
26	0	1
27	0	1
27	10	1
27	43	1
28	0	1
28	44	1
28	5	1
30	5	1
32	30	1
33	10	1
34	3	1
34	49	1
34	51	1
35	50	1
36	53	1
36	55	1
37	0	1
37	3	1
37	52	1
39	3	1
40	1	1
40	52	1
43	51	1
43	13	1
44	16	1
44	50	1
45	0	1
45	60	1
48	7	1
49	1	1
49	10	1
49	18	1
50	5	1
51	63	1
52	62	1
52	63	1
57	9	1
57	7	1
60	13	1
61	13	1
63	1	1
64	0	1
64	1	1
64	52	1
65	9	1
66	5	1
68	1	1
68	5	1
69	1	1
70	33	1
71	9	1
71	26	1
71	10	1
71	52	1
75	7	1
76	40	1
76	1	1
76	18	1
76	57	1
77	70	1
78	1	1
78	54	1
78	71	1
83	5	1
84	1	1
85	6	1
90	9	1
94	73	1
94	7	1
95	26	1
95	52	1
97	0	1
97	1	1
98	5	1
98	13	1
99	13	1
101	52	1
102	0	1
103	76	1
103	5	1
104	0	1
105	1	1
106	37	1
106	6	1
106	31	1
107	5	1
110	52	1
112	10	1
114	39	1
118	42	1
118	3	1
120	29	1
120	5	1
122	9	1
123	1	1
123	57	1
124	10	1
126	0	1
128	29	1
129	1	1
129	13	1
130	1	1
131	83	1
132	16	1
132	1	1
132	10	1
132	5	1
133	17	1
133	27	1
134	5	1
135	0	1
135	1	1
135	34	1
135	5	1
135	7	1
135	57	1
136	16	1
137	26	1
138	13	1
139	5	1
140	5	1
142	29	1
143	0	1
144	5	1
145	52	1
146	5	1
147	3	1
148	29	1
149	5	1
149	3	1
149	13	1
150	5	1
150	10	1
150	52	1
150	87	1
150	88	1
151	1	1
151	52	1
152	42	1
152	10	1
152	6	1
153	90	1
153	5	1
153	23	1
155	17	1
155	34	1
155	92	1
156	1	1
157	16	1
157	13	1
158	3	1
158	5	1
160	5	1
160	13	1
160	38	1
161	29	1
164	0	1
166	0	1
167	51	1
168	5	1
169	10	1
169	67	1
170	1	1
170	52	1
172	57	1
172	82	1
172	5	1
175	10	1
175	23	1
177	26	1
177	84	1
178	0	1
182	1	1
183	57	1
184	5	1
185	52	1
185	29	1
185	94	1
186	64	1
186	9	1
186	28	1
187	34	1
187	13	1
187	82	1
187	52	1
187	57	1
188	18	1
188	10	1
189	84	1
190	9	1
190	3	1
191	97	1
191	5	1
193	1	1
194	39	1
196	0	1
197	1	1
199	57	1
199	5	1
200	5	1
201	0	1
202	13	1
202	38	1
204	57	1
204	1	1
204	6	1
205	9	1
205	19	1
206	29	1
207	14	1
208	10	1
208	7	1
209	0	1
209	7	1
210	18	1
214	1	1
214	67	1
216	48	1
216	1	1
216	29	1
218	18	1
218	13	1
219	19	1
220	0	1
220	52	1
222	0	1
222	100	1
222	101	1
222	105	1
222	10	1
222	53	1
222	86	1
223	66	1
225	3	1
225	52	1
227	38	1
228	10	1
230	18	1
230	29	1
231	0	1
231	18	1
231	52	1
232	52	1
235	7	1
236	0	1
236	10	1
237	29	1
239	18	1
241	17	1
241	10	1
241	111	1
242	29	1
243	57	1
243	17	1
243	6	1
244	52	1
245	16	1
247	0	1
247	5	1
247	37	1
248	0	1
248	65	1
248	116	1
249	10	1
250	116	1
251	10	1
252	9	1
253	52	1
254	3	1
254	5	1
254	48	1
254	52	1
254	29	1
255	1	1
256	52	1
257	5	1
